,Protein_ID,Compound_ID,Label
11,P0A111,SUB-8603,1
22017,Q61847,SUB-1085,0
20757,P39482,SUB-8097,0
4028,Q8WRD8,SUB-8296,1
24827,Q93TJ5,SUB-1060,0
19043,P41744,SUB-1406,0
10321,A0A024FRL9,SUB-1768,1
9387,I3DX19,SUB-448,1
24710,P63228,SUB-9529,0
10558,D0EFL2,SUB-7190,1
17297,C6FI48,SUB-3614,0
22846,O00764,SUB-4740,0
10617,P40363,SUB-6198,1
11343,A0A2I6U1R0,SUB-6690,1
17524,Q6IB77,SUB-7713,0
17769,Q7Z0T2,SUB-9274,0
19322,P06276,SUB-7610,0
22879,O08590,SUB-500,0
6720,Q4J9F2,SUB-3736,1
20219,A1BBA0,SUB-4842,0
19298,Q0K4F5,SUB-5035,0
20597,P15555,SUB-9233,0
13031,P0A111,SUB-9282,0
8293,A0A0E4B3N6,SUB-8507,1
9715,P39714,SUB-8671,1
8024,P00935,SUB-5649,1
25194,Q57573,SUB-5627,0
20459,Q56185,SUB-2320,0
23238,P60472,SUB-3890,0
15467,Q8VPD4,SUB-6792,0
25467,A5FBI1,SUB-3054,0
8220,Q8TGI8,SUB-6074,1
7633,P55264,SUB-4788,1
150,P47229,SUB-2304,1
7132,Q2VIK1,SUB-5522,1
9046,Q6EMC0,SUB-10300,1
6815,O59952,SUB-5009,1
17226,P11544,SUB-3419,0
24773,P97612,SUB-3602,0
2450,Q8WZG3,SUB-6548,1
18790,P20456,SUB-9510,0
25000,P0CS93,SUB-2058,0
1622,P0ADI4,SUB-7389,1
20935,P25536,SUB-8366,0
23439,Q52126,SUB-10300,0
3557,W6CX26,SUB-1035,1
10791,Q4G0S4,SUB-2048,1
15293,B6F1A8,SUB-2237,0
1046,P40817,SUB-3022,1
20826,P29218,SUB-8863,0
24097,P30837,SUB-2122,0
13808,P04694,SUB-3781,0
10413,Q4R1C4,SUB-848,1
8256,P21890,SUB-5070,1
24612,Q1A3B0,SUB-7037,0
18030,A7YN26,SUB-6020,0
18117,B3Y018,SUB-2844,0
12862,P94388,SUB-525,1
5750,P15877,SUB-4546,1
4900,Q2EPZ0,SUB-1799,1
8246,P14384,SUB-2039,1
23276,Q9AGH8,SUB-3703,0
10343,Q5LLG6,SUB-10300,1
6395,Q9F118,SUB-9027,1
4920,B9E972,SUB-953,1
22224,Q13126,SUB-4149,0
6964,P18548,SUB-8011,1
18025,B8K1W1,SUB-3103,0
2429,P60932,SUB-8143,1
10995,P13448,SUB-4605,1
16288,A8QPD8,SUB-8715,0
3546,Q9X265,SUB-3018,1
59,Q8KHZ8,SUB-9101,1
11742,Q9N119,SUB-4405,1
21255,P21890,SUB-7537,0
5904,Q9FG67,SUB-4842,1
13884,O94219,SUB-1548,0
2403,Q59RG5,SUB-3851,1
24772,P97612,SUB-1890,0
21712,Q75NT4,SUB-9587,0
13121,Q9W3Z3,SUB-7461,0
10600,Q59718,SUB-2313,1
15150,Q52TE7,SUB-2890,0
1807,P45513,SUB-9806,1
5589,Q13093,SUB-5066,1
5043,P9WJL3,SUB-6197,1
12537,P48421,SUB-1072,1
8837,Q9UK23,SUB-9092,1
25627,P00489,SUB-1446,0
882,O94219,SUB-8373,1
18200,P08319,SUB-5750,0
17218,Q02497,SUB-2894,0
6829,P77072,SUB-4827,1
9144,P07872,SUB-7905,1
20297,P00586,SUB-8254,0
6009,P23457,SUB-4023,1
21069,A0A0E3D8K7,SUB-1886,0
23874,P04963,SUB-9620,0
24197,Q5FT75,SUB-5547,0
14621,C7AJA4,SUB-7177,0
4107,Q9TVW2,SUB-5059,1
4779,O95237,SUB-9261,1
5770,P54781,SUB-5626,1
19294,A6YIH8,SUB-10210,0
886,O94219,SUB-9993,1
1559,P68175,SUB-195,1
13841,Q76GS2,SUB-2091,0
16069,B9W4V6,SUB-2041,0
10332,A0A024FRL9,SUB-1066,1
17401,P07205,SUB-2339,0
18359,Q9WTL7,SUB-2677,0
19522,P09870,SUB-7871,0
7163,P51857,SUB-7061,1
12449,A0P0F6,SUB-9917,1
7759,P39482,SUB-3964,1
3308,P00591,SUB-1750,1
14958,U5PUZ1,SUB-9441,0
9445,P9WMK9,SUB-1670,1
15456,Q8VPD4,SUB-5626,0
25476,O24319,SUB-755,0
1875,P26168,SUB-9548,1
22763,Q8NF37,SUB-1255,0
12947,P12955,SUB-3410,1
19058,P78356,SUB-2308,0
11226,P84887,SUB-1468,1
6649,P00634,SUB-5992,1
21236,Q9ZQI7,SUB-3709,0
11211,P41367,SUB-9588,1
23189,P37967,SUB-8788,0
11871,Q93TJ5,SUB-7349,1
21901,Q9ZBU1,SUB-891,0
1733,Q2K0Q7,SUB-3932,1
10245,P60472,SUB-13,1
24347,A0A2I6U1R0,SUB-8906,0
7100,P51650,SUB-4339,1
11617,Q1A3B0,SUB-6080,1
3168,Q04631,SUB-1626,1
20225,Q5SLG6,SUB-7944,0
4078,A4LA85,SUB-9088,1
3268,Q944B6,SUB-4783,1
24401,Q67A25,SUB-748,0
10400,Q8WZK8,SUB-2679,1
8563,B1GY01,SUB-4376,1
20351,Q9QF31,SUB-6898,0
2051,Q9Y6X5,SUB-3467,1
25325,Q54764,SUB-4204,0
21603,Q83WC8,SUB-10311,0
10833,P04963,SUB-7346,1
2231,P28845,SUB-2871,1
11906,Q9JJN7,SUB-7726,1
5145,P04825,SUB-8292,1
23987,P13448,SUB-6260,0
10366,P56937,SUB-4951,1
5420,Q96TU3,SUB-513,1
13959,P76423,SUB-3701,0
5808,P05793,SUB-4116,1
16227,Q9I5F3,SUB-5843,0
18510,Q8A947,SUB-7744,0
21851,B9W2C5,SUB-8957,0
16319,Q9I739,SUB-3719,0
4595,P22413,SUB-3467,1
6266,C5IFU0,SUB-8746,1
12940,Q8GAW0,SUB-9604,1
14227,Q2VEQ7,SUB-10315,0
5229,B8FVX4,SUB-7662,1
10075,Q02318,SUB-4351,1
13310,P35520,SUB-8749,0
14128,P26439,SUB-4486,0
1852,Q5BM20,SUB-10239,1
17437,Q9HXE3,SUB-5070,0
7339,A6ZSR0,SUB-6663,1
16285,Q70Y21,SUB-3951,0
8074,P39315,SUB-5132,1
18325,Q9M9F5,SUB-1670,0
11698,E7FHL9,SUB-679,1
7345,P9WPL5,SUB-6101,1
11258,O87876,SUB-1790,1
5378,Q8VWZ8,SUB-3900,1
12306,Q55088,SUB-5190,1
18489,Q6N8N2,SUB-4946,0
13279,P80679,SUB-1008,0
4582,Q9WYD4,SUB-4111,1
19537,Q9C4B3,SUB-9473,0
6638,P00634,SUB-33,1
20933,A0R5N0,SUB-2254,0
24016,P09623,SUB-8210,0
16049,B9W4V6,SUB-2448,0
24841,Q93TJ5,SUB-3692,0
7958,P22643,SUB-4948,1
18377,S4UPN4,SUB-2763,0
6897,Q8GKS3,SUB-7136,1
15016,P19801,SUB-5109,0
24203,P41367,SUB-2408,0
19392,P50163,SUB-4053,0
22270,I0GZ55,SUB-6482,0
20957,P22643,SUB-823,0
11889,P0A6W0,SUB-9922,1
25399,Q8RTY6,SUB-4965,0
17107,A3F8Z8,SUB-9733,0
24990,P0CS93,SUB-1421,0
22140,P07872,SUB-1992,0
9288,Q3MV21,SUB-5466,1
17435,Q9HXE3,SUB-8395,0
17930,P0CG30,SUB-282,0
16459,P00791,SUB-6143,0
5732,Q7XZQ8,SUB-3123,1
23448,Q8A8X4,SUB-7598,0
18453,Q16775,SUB-9163,0
8705,O74237,SUB-7931,1
13869,O94219,SUB-1393,0
25071,P11509,SUB-679,0
18423,Q8NFI3,SUB-9162,0
25861,Q9SVQ1,SUB-4892,0
2985,Q9HBH5,SUB-4051,1
21689,Q90392,SUB-5391,0
22239,Q5JI09,SUB-3504,0
8158,P08311,SUB-6032,1
9399,Q50EL0,SUB-13,1
2867,Q6AYS7,SUB-5536,1
4038,B2LYJ5,SUB-3549,1
13871,O94219,SUB-7790,0
14301,E1C2H6,SUB-3581,0
23557,Q6R4Q9,SUB-1334,0
5978,P06875,SUB-557,1
8314,P08037,SUB-6713,1
22455,Q581W1,SUB-6839,0
18450,Q16775,SUB-3416,0
4037,B2LYJ5,SUB-9582,1
22174,P9WQF5,SUB-10091,0
6308,P06276,SUB-269,1
1083,P80067,SUB-10164,1
11461,Q9LTG0,SUB-8510,1
18500,Q6N8N2,SUB-9355,0
7709,A0A0B4UL66,SUB-8744,1
8392,P15169,SUB-5068,1
18913,A3DCH2,SUB-3492,0
6323,P06276,SUB-1672,1
3434,Q8NBN7,SUB-3135,1
24118,Q15392,SUB-10071,0
6773,Q6D395,SUB-8089,1
9652,A0A0J9X243,SUB-1430,1
1734,Q9BW91,SUB-3289,1
16857,A3MWK6,SUB-2717,0
14541,P14743,SUB-433,0
22401,Q51548,SUB-5545,0
25469,O24319,SUB-716,0
1806,Q6GMR7,SUB-5760,1
6837,Q9LA16,SUB-5714,1
12616,Q6QHF9,SUB-2152,1
25977,Q9QYY9,SUB-7047,0
20266,Q8VYX0,SUB-1934,0
15527,Q96KP4,SUB-326,0
24518,Q2I8V6,SUB-7175,0
23766,Q9XB59,SUB-7769,0
1665,P78329,SUB-9965,1
21922,P07813,SUB-4338,0
18454,Q9F8A8,SUB-5119,0
560,A5F5X0,SUB-8792,1
12462,Q9LBW4,SUB-4283,1
6618,P00634,SUB-7537,1
9471,A3KEZ1,SUB-8336,1
8536,Q41635,SUB-4325,1
17884,P81908,SUB-8239,0
12531,Q52028,SUB-7251,1
25204,Q7X9A9,SUB-7429,0
4728,Q7ZA32,SUB-6612,1
13309,P35520,SUB-8070,0
30,P0A111,SUB-1059,1
6926,C9JRZ8,SUB-6491,1
5384,Q58806,SUB-6417,1
13222,P80679,SUB-862,0
10242,Q157H4,SUB-3612,1
18588,Q13093,SUB-8977,0
21446,D5MU22,SUB-4990,0
14014,Q9HA79,SUB-179,0
5716,Q63342,SUB-735,1
12409,O95045,SUB-3662,1
16946,P21219,SUB-7774,0
8319,Q28943,SUB-7651,1
13030,P0A111,SUB-5516,0
25160,Q15067,SUB-10233,0
21747,P74836,SUB-5941,0
14062,A0A088BHP3,SUB-1570,0
9440,D3YBH2,SUB-9183,1
22542,P37058,SUB-9114,0
7710,A0A075KLC7,SUB-5864,1
19744,P27652,SUB-8973,0
2628,Q9BY64,SUB-6959,1
8491,E7FHW8,SUB-177,1
2613,Q8BJ37,SUB-9979,1
24595,Q9ZN18,SUB-7585,0
13924,A3MUY9,SUB-9437,0
19417,P43353,SUB-5977,0
21182,P58710,SUB-5108,0
4937,P0CG30,SUB-4354,1
18638,I0AZ41,SUB-8275,0
6078,Q2PWU9,SUB-9470,1
8710,B3A042,SUB-848,1
152,P05020,SUB-9427,1
25590,P22869,SUB-3809,0
17355,Q9HFV6,SUB-7990,0
16295,P00591,SUB-8453,0
10997,P13448,SUB-10330,1
2773,O59651,SUB-8238,1
8308,P24008,SUB-4980,1
892,O94219,SUB-3956,1
2336,Q7V6D4,SUB-3389,1
3470,I3RYX9,SUB-5700,1
11404,Q67A25,SUB-8733,1
22212,Q13126,SUB-1595,0
25078,P11509,SUB-170,0
11930,Q97U21,SUB-5945,1
16849,P56653,SUB-6368,0
22630,P08337,SUB-9255,0
25691,E6Y3G9,SUB-4953,0
19967,P18548,SUB-4382,0
16396,Q50H63,SUB-2072,0
16542,Q9X265,SUB-8411,0
10159,A0A0E3GVY6,SUB-10188,1
25248,P07328,SUB-2628,0
9873,Q9FAW5,SUB-1180,1
1358,P0A6I0,SUB-10087,1
11505,P04176,SUB-7502,1
21555,B1GY01,SUB-6857,0
24554,P30863,SUB-2449,0
5926,P06875,SUB-7243,1
7836,P29218,SUB-9458,1
23006,O06652,SUB-7209,0
17533,P11310,SUB-1240,0
5409,G1JTZ7,SUB-7773,1
12332,Q54764,SUB-2614,1
8363,D7UER1,SUB-718,1
9964,O75828,SUB-10041,1
12553,Q9Y5P4,SUB-5522,1
18712,S5M6X9,SUB-9950,0
16580,B8B239,SUB-2633,0
15384,Q51405,SUB-7778,0
4249,Q8WNV7,SUB-5930,1
15372,Q72FN6,SUB-9371,0
17844,Q52NW7,SUB-2329,0
3159,Q04631,SUB-6556,1
18923,P06875,SUB-6691,0
7288,P32861,SUB-7628,1
16084,B9W4V6,SUB-98,0
21336,Q6P549,SUB-5338,0
18600,Q13093,SUB-9413,0
5320,P97051,SUB-5378,1
5478,P11558,SUB-112,1
13998,Q9HA79,SUB-3927,0
6060,P50455,SUB-3222,1
24568,P0AF18,SUB-8302,0
7422,A2QZI3,SUB-6406,1
8437,B2J1M1,SUB-340,1
8980,P15559,SUB-5808,1
17968,S4TJ23,SUB-6165,0
10575,Q93ZB2,SUB-6710,1
22184,C6A190,SUB-10242,0
10016,O06652,SUB-1843,1
18719,S5M6X9,SUB-10234,0
4155,P39849,SUB-7986,1
18362,Q9WTL7,SUB-2543,0
14822,Q9FDD4,SUB-929,0
2467,Q8VPD4,SUB-8286,1
25162,Q15067,SUB-7422,0
21399,P10323,SUB-3626,0
21029,Q00796,SUB-10090,0
24435,P62620,SUB-3831,0
21692,Q9YA13,SUB-4882,0
17372,Q4R0H9,SUB-4235,0
14039,P40817,SUB-6385,0
16471,I3RYX9,SUB-425,0
403,Q7NXD4,SUB-8485,1
2011,A2TEY0,SUB-836,1
15163,Q07973,SUB-1819,0
11904,Q9JJN7,SUB-4758,1
3693,P13001,SUB-2202,1
15643,Q9BY64,SUB-4500,0
12845,Q8ZWY4,SUB-9351,1
15077,Q9AR22,SUB-504,0
14188,Q8H1A3,SUB-3005,0
15169,Q9AXH9,SUB-9335,0
18505,K7XD27,SUB-7258,0
10246,P60472,SUB-8153,1
25926,D5KT95,SUB-3921,0
10633,P72156,SUB-5656,1
24775,B9X0I1,SUB-7160,0
13065,Q13822,SUB-5928,0
11521,Q2I8V6,SUB-2964,1
13563,Q46920,SUB-7259,0
23728,Q9ZAG3,SUB-7304,0
2043,Q9H227,SUB-685,1
25943,P12955,SUB-2488,0
19875,P80340,SUB-1971,0
15736,P34960,SUB-7033,0
18039,Q4WYG3,SUB-1292,0
2609,A0A081YAY5,SUB-8705,1
25102,Q9BU02,SUB-5522,0
14203,P06622,SUB-4778,0
3608,P0A887,SUB-4978,1
21185,Q7X2D3,SUB-1020,0
18006,Q02971,SUB-6517,0
20182,A0A075BZ18,SUB-1790,0
25098,B0LB00,SUB-8975,0
13758,K7N5M8,SUB-4666,0
20850,Q8IEK1,SUB-4036,0
1710,P92916,SUB-6779,1
7172,P30043,SUB-5818,1
16781,U3RD44,SUB-4667,0
3746,P32320,SUB-6803,1
6020,P23457,SUB-2581,1
21474,O69762,SUB-4428,0
7631,E0Z1D2,SUB-5460,1
8516,P48034,SUB-5941,1
18812,P36269,SUB-2506,0
24788,Q8LAS8,SUB-5612,0
8774,F5H5G0,SUB-7783,1
25827,C0JP83,SUB-4318,0
22923,O32125,SUB-7146,0
4573,Q6STM1,SUB-8370,1
9835,Q51662,SUB-7283,1
6957,P18548,SUB-5141,1
19937,C9JRZ8,SUB-3588,0
1742,Q55080,SUB-3534,1
21724,P20581,SUB-719,0
10274,P0A251,SUB-1278,1
38,P0A111,SUB-6027,1
6678,P00784,SUB-4850,1
15999,B3TNN8,SUB-5210,0
12665,C4LSN1,SUB-6197,1
23773,O54754,SUB-3512,0
14574,Q8KLT9,SUB-1784,0
7090,P51650,SUB-8880,1
6589,P07154,SUB-1075,1
14581,Q8KLT9,SUB-1332,0
17897,P16233,SUB-4822,0
10528,Q06278,SUB-944,1
9616,O88822,SUB-8372,1
17125,P53341,SUB-5091,0
10114,P39462,SUB-6752,1
3770,P81831,SUB-3480,1
6903,O48882,SUB-178,1
23106,Q8L3C9,SUB-1059,0
25974,Q9QYY9,SUB-5964,0
19930,C9JRZ8,SUB-2927,0
1820,Q9I7I4,SUB-9077,1
2110,P39633,SUB-5987,1
15555,Q8BWF0,SUB-7182,0
627,B0FSQ0,SUB-687,1
2652,Q7PCC4,SUB-5300,1
2781,Q9TT94,SUB-4483,1
18064,Q9DCV3,SUB-1597,0
7712,Q9R1T5,SUB-1831,1
25070,P11509,SUB-2716,0
13724,Q15493,SUB-5792,0
363,P0A434,SUB-10192,1
25333,P19157,SUB-10275,0
4763,A0A0C1Q6R1,SUB-9206,1
10249,P60472,SUB-10167,1
20455,Q56185,SUB-245,0
20747,P35219,SUB-9569,0
5775,Q84BZ3,SUB-559,1
11487,Q7S3U4,SUB-3915,1
24916,P9WNH5,SUB-6191,0
24249,O87876,SUB-9542,0
2585,P40051,SUB-2412,1
18350,P12530,SUB-4635,0
6715,Q4J9F2,SUB-504,1
5858,P0A110,SUB-8472,1
20843,Q8IEK1,SUB-6767,0
1919,P30613,SUB-5522,1
5973,P06875,SUB-5213,1
15672,O65355,SUB-1762,0
18915,P06875,SUB-3812,0
15841,Q9LAH7,SUB-5971,0
25747,Q8NCE0,SUB-1940,0
23786,P00331,SUB-3481,0
22928,O32125,SUB-5207,0
17410,P44514,SUB-8273,0
20461,Q56185,SUB-5837,0
4744,P32906,SUB-2948,1
920,P14410,SUB-4034,1
17030,B2LYJ5,SUB-7668,0
19908,C9JRZ8,SUB-2911,0
25485,P12547,SUB-5796,0
19134,V5YT97,SUB-8584,0
7396,P37528,SUB-4895,1
12374,P20720,SUB-2997,1
16553,W6CX26,SUB-1722,0
4811,P52705,SUB-6795,1
16505,Q96KN2,SUB-9144,0
9888,E3W9M3,SUB-1884,1
22448,P50162,SUB-64,0
13455,C9K2Z6,SUB-8846,0
10879,P04963,SUB-6647,1
11314,O68977,SUB-2968,1
6898,Q8GKS3,SUB-9587,1
25939,A0A0F7VJ89,SUB-4273,0
12808,P15558,SUB-1867,1
445,Q0VTU1,SUB-2659,1
2474,Q8VPD4,SUB-2808,1
45,P0A111,SUB-3105,1
19832,P0DKS7,SUB-3073,0
25235,Q9C168,SUB-1936,0
12492,P12547,SUB-4551,1
8850,P46010,SUB-447,1
1088,Q9KWR5,SUB-7347,1
5189,P08319,SUB-1806,1
12178,Q8YXV3,SUB-6576,1
21582,P31013,SUB-5890,0
3527,Q5U901,SUB-8674,1
21798,F5H5G0,SUB-3495,0
5372,S4VCH4,SUB-10187,1
18323,Q9M9F5,SUB-2953,0
17460,P12265,SUB-9303,0
6443,B6EPH0,SUB-4986,1
2126,Q11Z78,SUB-8935,1
6876,P80340,SUB-1684,1
10825,P04963,SUB-1355,1
18354,P12530,SUB-6754,0
14776,A0A024A3Z2,SUB-7772,0
18240,P09871,SUB-9183,0
13140,Q9ZSD6,SUB-6391,0
14696,Q9HTN2,SUB-9285,0
18971,P06875,SUB-10232,0
2315,Q670W0,SUB-8885,1
6707,Q969S8,SUB-456,1
20946,P22643,SUB-7411,0
22037,P10963,SUB-6341,0
6482,C7FF05,SUB-2392,1
6300,A6YIH8,SUB-5542,1
7061,P17516,SUB-167,1
3547,Q9X265,SUB-1607,1
2552,Q8BWF0,SUB-6730,1
12390,O95865,SUB-6047,1
17298,P9WNS1,SUB-8577,0
21161,P08311,SUB-7396,0
24326,Q9WTN0,SUB-2438,0
3,P04335,SUB-1599,1
16246,Q7SI09,SUB-9814,0
4942,P0CG30,SUB-5933,1
14417,F9UM18,SUB-150,0
19789,Q0PQZ5,SUB-920,0
10592,A3MVR8,SUB-4235,1
18621,Q9I387,SUB-6150,0
6998,Q1W2L4,SUB-764,1
21393,P46959,SUB-4552,0
18807,P36269,SUB-9219,0
10883,P04963,SUB-1472,1
9989,Q9M5K2,SUB-1456,1
17095,Q9Y3D8,SUB-3324,0
9275,I0GZ55,SUB-4391,1
14150,P07099,SUB-9459,0
23909,P04963,SUB-9251,0
25716,B0T7D7,SUB-9700,0
9340,Q6RKB1,SUB-6882,1
8881,Q8VPT7,SUB-3918,1
21838,P46010,SUB-9134,0
1107,P26439,SUB-3979,1
3986,O52933,SUB-7078,1
4953,P0CG30,SUB-3343,1
14674,A0A166IXY4,SUB-8771,0
15862,Q6AYS7,SUB-4349,0
13255,P80679,SUB-1682,0
19750,P08515,SUB-8207,0
23882,P04963,SUB-4314,0
1873,Q3I3W6,SUB-1440,1
12633,P00489,SUB-5184,1
4047,P07202,SUB-1303,1
16060,B9W4V6,SUB-3039,0
13125,Q3U4H6,SUB-3956,0
10407,P14920,SUB-7018,1
13488,C9K2Z6,SUB-7670,0
14624,Q46856,SUB-8988,0
23279,Q86UL3,SUB-2502,0
23584,A3MVR8,SUB-5024,0
9473,Q9SJM7,SUB-2261,1
24947,A9CPS8,SUB-6436,0
3711,Q9F131,SUB-1375,1
15097,Q67PI3,SUB-9703,0
18091,Q05469,SUB-382,0
20361,B2RKK0,SUB-8963,0
9441,D3YBH2,SUB-1428,1
23166,P42330,SUB-4805,0
949,P16444,SUB-6310,1
270,P80679,SUB-7939,1
8173,Q8H0L8,SUB-4342,1
17493,C0LA90,SUB-2382,0
13163,P31513,SUB-8945,0
14189,Q9HTJ1,SUB-10020,0
5573,Q9M336,SUB-2253,1
4063,Q8YWM0,SUB-7095,1
477,C9K2Z6,SUB-4092,1
18816,P0A110,SUB-6597,0
23312,P08236,SUB-9018,0
20711,Q9R1T5,SUB-3450,0
19238,Q9Z1N4,SUB-3003,0
17100,Q9TVW2,SUB-2198,0
24643,Q51947,SUB-1625,0
4475,Q9JLJ2,SUB-6251,1
12009,P0CS93,SUB-8753,1
4240,P11544,SUB-3723,1
16786,P51658,SUB-7733,0
10459,P41407,SUB-10117,1
24240,O87876,SUB-7990,0
9753,O54408,SUB-4860,1
15923,P07896,SUB-4375,0
5782,P11511,SUB-2730,1
16386,Q5M886,SUB-5772,0
7493,F1N9C1,SUB-4029,1
11031,O43175,SUB-7820,1
415,Q54YL2,SUB-5522,1
4701,Q9X034,SUB-6408,1
20819,Q8IU89,SUB-9301,0
2061,P16050,SUB-1089,1
21239,P14384,SUB-1246,0
7309,P81006,SUB-3039,1
10254,Q8K4B7,SUB-3821,1
2173,Q2UXF7,SUB-8711,1
7071,Q9ZUX1,SUB-8066,1
18124,B3Y018,SUB-3398,0
4949,P0CG30,SUB-875,1
9739,Q92626,SUB-5060,1
11286,A1Z0M6,SUB-3964,1
14063,A0A088BHP3,SUB-7051,0
7638,Q60FX6,SUB-7100,1
16276,I4DHV7,SUB-8108,0
20895,Q50EK3,SUB-1970,0
4501,C0LA90,SUB-8558,1
6994,Q1W2L4,SUB-3170,1
4750,P13650,SUB-8371,1
23163,P42330,SUB-422,0
11115,P30837,SUB-6461,1
14089,Q9ET64,SUB-1023,0
9135,Q8IJ74,SUB-1555,1
11423,Q9QY93,SUB-4788,1
23812,P04963,SUB-5694,0
25253,H8WR05,SUB-6270,0
15565,A0A0K0Q1Y2,SUB-3669,0
17553,Q8GRC5,SUB-8673,0
6220,F1CMX3,SUB-4051,1
761,Q96EY8,SUB-6197,1
14929,P11884,SUB-5082,0
6361,P18417,SUB-1266,1
2296,B6F1A8,SUB-2548,1
2472,Q8VPD4,SUB-1827,1
1529,Q99JW2,SUB-4747,1
2699,P97872,SUB-7580,1
13810,P04694,SUB-8018,0
17198,Q402C7,SUB-16,0
2915,P0A6L4,SUB-4954,1
21321,Q16836,SUB-4609,0
24043,P30837,SUB-1813,0
4413,Q59971,SUB-7375,1
14569,P0A3G2,SUB-2404,0
21825,Q9BHM6,SUB-8895,0
2614,Q7LWG2,SUB-9418,1
8531,P31373,SUB-4064,1
7056,P17516,SUB-7256,1
11434,A0A3S5YA89,SUB-4249,1
25765,P28907,SUB-2312,0
11264,P24158,SUB-9991,1
24552,P30863,SUB-6353,0
5983,Q9NYQ2,SUB-1207,1
18011,Q8NJP6,SUB-7487,0
7604,P15555,SUB-7240,1
10797,P00331,SUB-8483,1
16018,A2QL72,SUB-7019,0
24980,P0CS93,SUB-4431,0
8352,B3Y002,SUB-4502,1
6602,Q92484,SUB-6889,1
24859,Q93TJ5,SUB-9086,0
20133,G1T465,SUB-5758,0
9179,P07524,SUB-7812,1
14249,P08078,SUB-1799,0
24665,P16406,SUB-8618,0
2910,P0A6L4,SUB-9780,1
20584,Q52087,SUB-5939,0
9850,Q2QC88,SUB-1190,1
14185,P13114,SUB-3219,0
19857,P37610,SUB-2574,0
22874,D3JAJ5,SUB-610,0
15722,Q6QWR1,SUB-4996,0
20353,C6KT68,SUB-2316,0
700,O52765,SUB-3851,1
16096,F2R038,SUB-4797,0
24071,P30837,SUB-7801,0
22530,E2GIN1,SUB-4734,0
12114,B2ZRE3,SUB-8809,1
10338,Q93NG3,SUB-5217,1
8226,Q988D3,SUB-565,1
18866,P13154,SUB-247,0
14598,Q0ZKW4,SUB-7348,0
24625,Q51947,SUB-5195,0
15173,P29703,SUB-7566,0
12611,P22869,SUB-1004,1
10936,P04963,SUB-1142,1
5353,Q9CZR2,SUB-1918,1
20856,P00183,SUB-10087,0
25353,P20720,SUB-3563,0
23171,Q9U915,SUB-5117,0
12434,P49012,SUB-6382,1
814,P04694,SUB-2933,1
4458,Q9U2M7,SUB-7995,1
23846,P04963,SUB-6790,0
19493,C7FF05,SUB-1118,0
3937,P21219,SUB-7495,1
8244,P14384,SUB-2500,1
4520,Q9XZT6,SUB-7766,1
17428,Q3LS76,SUB-7674,0
14493,Q16820,SUB-6712,0
1218,Q70G32,SUB-4377,1
7201,P02592,SUB-9984,1
9120,P31116,SUB-4064,1
5707,Q8RVP6,SUB-6592,1
13847,Q84424,SUB-10088,0
15018,P19801,SUB-4703,0
11467,Q3UEG6,SUB-6852,1
5395,P15428,SUB-4405,1
7045,P17516,SUB-5978,1
17240,Q9EQV6,SUB-5980,0
12210,Q7X9A9,SUB-7544,1
15956,P0ABJ1,SUB-5052,0
3322,Q9Z0J5,SUB-3011,1
22721,I0DHJ0,SUB-3678,0
5711,O93785,SUB-8357,1
3212,Q04631,SUB-3779,1
11701,E7FHL9,SUB-1866,1
20119,B3VTL5,SUB-8090,0
1715,Q75SP7,SUB-5326,1
6139,V5YT97,SUB-525,1
19277,P35354,SUB-749,0
1985,P06621,SUB-7505,1
16289,P00591,SUB-6579,0
10764,Q078T0,SUB-9589,1
7607,P15555,SUB-8999,1
13451,I7ML19,SUB-3971,0
4987,Q2FZL2,SUB-6927,1
23237,Q0GZS3,SUB-354,0
24202,P82474,SUB-6178,0
15891,Q91XE4,SUB-527,0
5036,A7YN26,SUB-5019,1
97,Q9I3W7,SUB-1700,1
25206,Q7X9A9,SUB-1600,0
6892,O58212,SUB-3314,1
7486,Q56185,SUB-3074,1
9084,P06999,SUB-8225,1
1122,P26439,SUB-998,1
14131,P26439,SUB-5667,0
21916,P45131,SUB-8208,0
8143,P75820,SUB-9552,1
25132,P9WJ93,SUB-4792,0
14370,Q5EG61,SUB-196,0
21453,D5MU22,SUB-5541,0
18153,P23616,SUB-6820,0
20349,A0PCH8,SUB-9708,0
23015,P00466,SUB-6772,0
14915,P11884,SUB-9026,0
18935,P06875,SUB-7408,0
2555,Q8BWF0,SUB-4913,1
3827,Q92820,SUB-3206,1
6808,K0CAI2,SUB-9509,1
12081,P11509,SUB-8117,1
21268,Q1XH05,SUB-7742,0
7800,Q63880,SUB-9292,1
13932,Q47KB1,SUB-2383,0
25435,A0P0F6,SUB-8535,0
3130,Q12737,SUB-9917,1
9955,O75828,SUB-2121,1
23420,O14556,SUB-485,0
16020,B9W4V6,SUB-1846,0
25352,P20720,SUB-6580,0
11961,Q7M4T0,SUB-6979,1
5211,P08319,SUB-1530,1
25712,Q9R5V5,SUB-8085,0
15133,P00492,SUB-9280,0
10982,Q16854,SUB-8225,1
3107,F2R038,SUB-10294,1
21265,P21890,SUB-4110,0
9101,A8BQ92,SUB-1234,1
6966,P18548,SUB-5637,1
24762,Q588Z1,SUB-5357,0
608,Q02068,SUB-5995,1
1837,Q5BM20,SUB-2822,1
13828,P9WIN5,SUB-9127,0
616,Q02068,SUB-2465,1
7076,Q1W622,SUB-1682,1
